sha256,family,priority,gap_state,gap_types,blockers,case_path,report_available,static_layer_report_available,recovered_child_layer_count,selected_family,reported_case_status,root_byte_evidence,private_case_archive_key_observed,private_terminal_child_sha256,terminal_recovery_assessment,next_safe_step
dc5ced17f0c85fef8a1fa466796a84fb83592eb7c8a86302d9b0cc9e5837c140,formbook,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/formbook/versions/unknown/cases/dc5ced17f0c85fef8a1fa466796a84fb83592eb7c8a86302d9b0cc9e5837c140,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
eee434a01829c957c266fab72279ef491fbca7592236f1885d4f03e2d1e72a4d,formbook,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/formbook/versions/unknown/cases/eee434a01829c957c266fab72279ef491fbca7592236f1885d4f03e2d1e72a4d,true,true,0,,partial,verified_local_root_bytes,true,,unresolved,認証済みrootから上限付き静的層復元を再実行し、保護層の停止位置・子hash・設定抽出結果を記録する。
f0e29d11e1800cf4ef616458f74cd3cfccd0e39559423344e92574fc78023259,formbook,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/formbook/versions/unknown/cases/f0e29d11e1800cf4ef616458f74cd3cfccd0e39559423344e92574fc78023259,true,true,0,,partial,private_case_archive_key_only,true,,unresolved,case別保管物を権限付き環境で復元し、manifestとmemberのSHA-256を照合してから静的解析する。
009b2025c43202f2c643e46d27b30ca5e0f33b7da37841a661838aa07ac34938,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/009b2025c43202f2c643e46d27b30ca5e0f33b7da37841a661838aa07ac34938,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
060618b911a7022394c88e195aa477157d366363f76ed4b86f0cc3b635908cc3,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/060618b911a7022394c88e195aa477157d366363f76ed4b86f0cc3b635908cc3,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
18768e002f6f953ad6b9f3265d6e438ec19d0ffa05afaf28a72a04417c35528c,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/18768e002f6f953ad6b9f3265d6e438ec19d0ffa05afaf28a72a04417c35528c,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
3368d54f30631c9e305f6df3464e08b6b4f24eebdb605240c44b144deed717fa,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/3368d54f30631c9e305f6df3464e08b6b4f24eebdb605240c44b144deed717fa,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
4e5b2ae91379b8069c04c6639bb0bca5ddea0dde567bea8cb9bc9822b9cdda0d,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/4e5b2ae91379b8069c04c6639bb0bca5ddea0dde567bea8cb9bc9822b9cdda0d,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
4e732364c5335ed8b999528110f954bf88717fbfe865639d8daa4485d9d82410,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/4e732364c5335ed8b999528110f954bf88717fbfe865639d8daa4485d9d82410,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
56970a928b7e73504022d0e856ab131d262247b03b3cc082dc950a8e8d2e276b,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/56970a928b7e73504022d0e856ab131d262247b03b3cc082dc950a8e8d2e276b,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
817ac7a4ee5b546a812b129c9b9cfbb4581988bd95ac3e2a32a83b82f1bf430c,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/817ac7a4ee5b546a812b129c9b9cfbb4581988bd95ac3e2a32a83b82f1bf430c,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
89c66cb60337dd2f0901bed8919fe22ad88ae1874e92977cba2f9b37cf79dd5a,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/89c66cb60337dd2f0901bed8919fe22ad88ae1874e92977cba2f9b37cf79dd5a,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
9817c80e1108f291efd2eb04a7b5abc8ca5895788b8a3934d1c3dded97d4b124,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/9817c80e1108f291efd2eb04a7b5abc8ca5895788b8a3934d1c3dded97d4b124,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
a6feb3ea4e8dcff0eaea4c8b89b3dc728e0cfe7ea2729c5e25d1f0b6bbfc3453,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/a6feb3ea4e8dcff0eaea4c8b89b3dc728e0cfe7ea2729c5e25d1f0b6bbfc3453,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
a8760de45ed2bdda90fea6b136b5a3c5afdfdce4c1b05d3c4ab76e92f308ae36,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/a8760de45ed2bdda90fea6b136b5a3c5afdfdce4c1b05d3c4ab76e92f308ae36,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
b2930dcb9a593f79105aa4fecc4f67d3db99273858c42845a553585975307408,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/b2930dcb9a593f79105aa4fecc4f67d3db99273858c42845a553585975307408,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
b435de3e50714d774f42cfdefd710519915e7f987f69da8d5fc1963961519844,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/b435de3e50714d774f42cfdefd710519915e7f987f69da8d5fc1963961519844,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
b9b7602e0b929dd2bae9e87b53d5ab1e0a236fe466ea4628c3b8fc32cc2ed899,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/b9b7602e0b929dd2bae9e87b53d5ab1e0a236fe466ea4628c3b8fc32cc2ed899,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
c1d067c076f8d0d818aca72cefa32df501a6a887d96e407bdfe08d712b6ff781,lummastealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/lummastealer/versions/unknown/cases/c1d067c076f8d0d818aca72cefa32df501a6a887d96e407bdfe08d712b6ff781,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
c66052e6deca51833f260eeed639d78a7424bb244e9682ae736616d45d342e1c,purehvnc,P1,explicit_unrecovered,static_recovery_incomplete;terminal_payload_unrecovered,human_documented_terminal_gap;root_to_terminal_byte_derivation_incomplete,analysis-results/malware/purehvnc/versions/unknown/cases/c66052e6deca51833f260eeed639d78a7424bb244e9682ae736616d45d342e1c,true,true,1,,partial,verified_local_root_bytes,false,,unresolved,認証済みrootから上限付き静的層復元を再実行し、保護層の停止位置・子hash・設定抽出結果を記録する。
d82fd1f36b81436d7fd9096cec50e2d08dbe148680ff1281e59b10d0fe806448,purehvnc,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/purehvnc/versions/unknown/cases/d82fd1f36b81436d7fd9096cec50e2d08dbe148680ff1281e59b10d0fe806448,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
0d298a65db890328d0357b2fb39ea7352645a994a601f430c38450769635f957,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/0d298a65db890328d0357b2fb39ea7352645a994a601f430c38450769635f957,true,true,0,,triaged_unknown,private_case_archive_key_only,true,,unresolved,case別保管物を権限付き環境で復元し、manifestとmemberのSHA-256を照合してから静的解析する。
22de5809840cb4a6a2c64f4c8b303cc66209b217a7bd4a9e5941e928b03a95fd,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/22de5809840cb4a6a2c64f4c8b303cc66209b217a7bd4a9e5941e928b03a95fd,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
32c100b984e2a26d588fafc648dcdd7694788d0c18af15704e3601ffc001f334,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/32c100b984e2a26d588fafc648dcdd7694788d0c18af15704e3601ffc001f334,true,true,0,,partial,private_case_archive_key_only,true,,unresolved,case別保管物を権限付き環境で復元し、manifestとmemberのSHA-256を照合してから静的解析する。
375146d634c77d66eb3b7b6914d3968ddcb39bdb67cb91aa561484806eabf1ac,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/375146d634c77d66eb3b7b6914d3968ddcb39bdb67cb91aa561484806eabf1ac,true,true,0,,partial,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
41dbfcca18129caecd4a958132d0346b6ca0c30bc8b06abf4e776bd2715e7244,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/41dbfcca18129caecd4a958132d0346b6ca0c30bc8b06abf4e776bd2715e7244,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
523dd77b85d0b0cedc99ca23bc7225d4137b9e562a71a2d6d5e163e703680e2e,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/523dd77b85d0b0cedc99ca23bc7225d4137b9e562a71a2d6d5e163e703680e2e,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
5e815731f67cb070fb1b31272c45bd7f4ecd4a408cbbc68a9545bafc3292d72c,remusstealer,P1,explicit_unrecovered,decoder_or_constant_recovery_incomplete;protector_or_virtualization_boundary;terminal_payload_unrecovered,api_hash_resolver;custom_state_machine;human_documented_terminal_gap;native_control_flow_obfuscation,analysis-results/malware/remusstealer/versions/unknown/cases/5e815731f67cb070fb1b31272c45bd7f4ecd4a408cbbc68a9545bafc3292d72c,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
6ae503b3ee113406e80f9ec06b42800843cd655e2307b4b4c934a72efbd72085,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/6ae503b3ee113406e80f9ec06b42800843cd655e2307b4b4c934a72efbd72085,true,true,0,,partial,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
71f17c5e06548f128eb4f0cfafd247cc79894331f996c383fa5c2bcddfe9c5b8,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/71f17c5e06548f128eb4f0cfafd247cc79894331f996c383fa5c2bcddfe9c5b8,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
73a4a9839bc009d4837002d24e131ab748074342190fa6159115ce77f8256938,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/73a4a9839bc009d4837002d24e131ab748074342190fa6159115ce77f8256938,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
7ae44ecd94c5e10f560e78539d4dba8b10d2ddcaf551d1321d81f7d97b771d5d,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/7ae44ecd94c5e10f560e78539d4dba8b10d2ddcaf551d1321d81f7d97b771d5d,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
83554baeeb700815f9b6492584a1b1a40c64f752d1ff1a67cde079ad524b008f,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/83554baeeb700815f9b6492584a1b1a40c64f752d1ff1a67cde079ad524b008f,true,true,0,,partial,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
848939e80154d4ac60f31782bb0ed6ce5fd27faea14ac8fd489fd5b250b4ab1a,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/848939e80154d4ac60f31782bb0ed6ce5fd27faea14ac8fd489fd5b250b4ab1a,true,true,0,,partial,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
bb71186aa5e8ce286c5e8698adf22aac802615856dbab846a88e740cb5ce4316,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/bb71186aa5e8ce286c5e8698adf22aac802615856dbab846a88e740cb5ce4316,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
c375cb55dafefcb4ad4fdad99e58159943b9e1c51c7756c2e7880656881fc0f0,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/c375cb55dafefcb4ad4fdad99e58159943b9e1c51c7756c2e7880656881fc0f0,true,true,0,,triaged_unknown,private_case_archive_key_only,true,,unresolved,case別保管物を権限付き環境で復元し、manifestとmemberのSHA-256を照合してから静的解析する。
c4e1726827d84a3d77979d1c01baf16518965d9574409e09c1311b89784766cc,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/c4e1726827d84a3d77979d1c01baf16518965d9574409e09c1311b89784766cc,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
d00bdb02626137fd008456600d4fd89500f1de1c87a3ea3295b4e78740613b76,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/d00bdb02626137fd008456600d4fd89500f1de1c87a3ea3295b4e78740613b76,true,true,0,,triaged_unknown,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
d5d5465b53f72727b8218dab4165b954748d29ab8f8de275fbd3a6fac0e08b6d,remusstealer,P1,explicit_unrecovered,terminal_payload_unrecovered,human_documented_terminal_gap,analysis-results/malware/remusstealer/versions/unknown/cases/d5d5465b53f72727b8218dab4165b954748d29ab8f8de275fbd3a6fac0e08b6d,false,false,0,,,not_confirmed_in_searched_indexes,false,,unresolved,元byteまたは完全SHA一致の公開後段成果物を探索し、入手できるまで終端未復元を維持する。
